idItem,name,genero_nominal,anyo_numerical,pais_nominal,director_nominal
400,"Homage (1995)","Drama",1995,"USA","Ross Kagan Marks"
401,"Mirage (1995)","Action",1995,"USA","Paul Williams"
402,"Open Season (1996)","Comedy",1996,"USA","Robert Wuhl"
403,"Two Crimes (Dos cr?â?¡menes) (1995)","Comedy",1995,"Mexico","Roberto Sneider"
404,"Brother Minister: The Assassination of Malcolm X (1994)","Documentary",1994,"USA","Jefri Aalmuhammed"
405,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)","Fantasy",1994,"Canada","Andrew Morahan"
406,"Federal Hill (1994)","Crime",1994,"USA","Michael Corrente"
407,"In the Mouth of Madness (1995)","Fantasy",1995,"USA","John Carpenter"
408,"8 Seconds (1994)","Biography",1994,"USA","John G. Avildsen"
409,"Above the Rim (1994)","Crime",1994,"USA","Jeff Pollack"
410,"Addams Family Values (1993)","Comedy",1993,"USA","Barry Sonnenfeld"
411,"You So Crazy (1994)","Comedy",1994,"USA","Thomas Schlamme"
412,"Age of Innocence, The (1993)","Drama",1993,"USA","Martin Scorsese"
413,"Airheads (1994)","Comedy",1994,"USA","Michael Lehmann"
414,"Air Up There, The (1994)","Comedy",1994,"USA","Paul Michael Glaser"
415,"Another Stakeout (1993)","Action",1993,"USA","John Badham"
416,"Bad Girls (1994)","Western",1994,"USA","Jonathan Kaplan"
417,"Barcelona (1994)","Comedy",1994,"USA","Whit Stillman"
418,"Being Human (1993)","Comedy",1993,"UK","Bill Forsyth"
419,"Beverly Hillbillies, The (1993)","Comedy",1993,"USA","Penelope Spheeris"
420,"Beverly Hills Cop III (1994)","Action",1994,"USA","John Landis"
421,"Black Beauty (1994)","Adventure",1994,"USA","Caroline Thompson"
422,"Blink (1994)","Thriller",1994,"USA","Michael Apted"
423,"Blown Away (1994)","Action",1994,"USA","Stephen Hopkins"
424,"Blue Chips (1994)","Drama",1994,"USA","William Friedkin"
425,"Blue Sky (1994)","Drama",1994,"USA","Tony Richardson"
426,"Body Snatchers (1993)","Sci-Fi",1993,"USA","Abel Ferrara"
427,"Boxing Helena (1993)","Drama",1993,"USA","Jennifer Chambers Lynch"
428,"Bronx Tale, A (1993)","Crime",1993,"USA","Robert De Niro"
429,"Cabin Boy (1994)","Comedy",1994,"USA","Adam Resnick"
430,"Calendar Girl (1993)","Drama",1993,"USA","John Whitesell"
433,"Clean Slate (1994)","Comedy",1994,"USA","Mick Jackson"
434,"Cliffhanger (1993)","Action",1993,"Italy","Renny Harlin"
435,"Coneheads (1993)","Comedy",1993,"USA","Steve Barron"
436,"Color of Night (1994)","Mystery",1994,"USA","Richard Rush"
437,"Cops and Robbersons (1994)","Comedy",1994,"USA","Michael Ritchie"
438,"Cowboy Way, The (1994)","Action",1994,"USA","Gregg Champion"
439,"Dangerous Game (1993)","Drama",1993,"USA","Abel Ferrara"
440,"Dave (1993)","Comedy",1993,"USA","Ivan Reitman"
441,"Dazed and Confused (1993)","Comedy",1993,"USA","Richard Linklater"
442,"Demolition Man (1993)","Action",1993,"USA","Marco Brambilla"
443,"Endless Summer 2, The (1994)","Documentary",1994,"USA","Bruce Brown"
444,"Even Cowgirls Get the Blues (1993)","Comedy",1993,"USA","Gus Van Sant"
445,"Fatal Instinct (1993)","Comedy",1993,"USA","Carl Reiner"
446,"Farewell My Concubine (Ba wang bie ji) (1993)","Drama",1993,"China","Kaige Chen"
447,"Favor, The (1994)","Comedy",1994,"USA","Donald Petrie"
448,"Fearless (1993)","Drama",1993,"USA","Peter Weir"
449,"Fear of a Black Hat (1994)","Comedy",1994,"USA","Rusty Cundieff"
450,"With Honors (1994)","Comedy",1994,"USA","Alek Keshishian"
451,"Flesh and Bone (1993)","Drama",1993,"USA","Steve Kloves"
453,"For Love or Money (1993)","Comedy",1993,"USA","Barry Sonnenfeld"
454,"Firm, The (1993)","Thriller",1993,"USA","Sydney Pollack"
455,"Free Willy (1993)","Family",1993,"France","Simon Wincer"
456,"Fresh (1994)","Crime",1994,"USA","Boaz Yakin"
457,"Fugitive, The (1993)","Action",1993,"USA","Andrew Davis"
458,"Geronimo: An American Legend (1993)","Drama",1993,"USA","Walter Hill"
459,"Getaway, The (1994)","Adventure",1994,"USA","Oley Sassone"
460,"Getting Even with Dad (1994)","Comedy",1994,"USA","Howard Deutch"
461,"Go Fish (1994)","Drama",1994,"USA","Rose Troche"
462,"Good Man in Africa, A (1994)","Comedy",1994,"South Africa","Bruce Beresford"
463,"Guilty as Sin (1993)","Crime",1993,"USA","Sidney Lumet"
464,"Hard Target (1993)","Action",1993,"USA","John Woo"
465,"Heaven & Earth (1993)","Action",1993,"France","Oliver Stone"
466,"Hot Shots! Part Deux (1993)","Action",1993,"USA","Jim Abrahams"
467,"Live Nude Girls (1995)","Comedy",1995,"USA","Julianna Lavin"
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Comedy",1995,"UK","Christopher Monger"
469,"House of the Spirits, The (1993)","Drama",1993,"Portugal","Bille August"
470,"House Party 3 (1994)","Comedy",1994,"USA","Eric Meza"
471,"Hudsucker Proxy, The (1994)","Comedy",1994,"UK","Joel Coen"
473,"In the Army Now (1994)","Comedy",1994,"USA","Daniel Petrie Jr."
474,"In the Line of Fire (1993)","Action",1993,"USA","Wolfgang Petersen"
475,"In the Name of the Father (1993)","Biography",1993,"Ireland","Jim Sheridan"
476,"Inkwell, The (1994)","Romance",1994,"USA","Matty Rich"
478,"Jimmy Hollywood (1994)","Crime",1994,"USA","Barry Levinson"
479,"Judgment Night (1993)","Action",1993,"USA","Stephen Hopkins"
480,"Jurassic Park (1993)","Adventure",1993,"USA","Steven Spielberg"
481,"Kalifornia (1993)","Crime",1993,"USA","Dominic Sena"
482,"Killing Zoe (1994)","Crime",1994,"France","Roger Avary"
483,"King of the Hill (1993)","Drama",1993,"USA","Steven Soderbergh"
484,"Lassie (1994)","Family",1994,"USA","Daniel Petrie"
485,"Last Action Hero (1993)","Action",1993,"USA","John McTiernan"
486,"Life with Mikey (1993)","Comedy",1993,"USA","James Lapine"
487,"Lightning Jack (1994)","Comedy",1994,"USA","Simon Wincer"
488,"M. Butterfly (1993)","Drama",1993,"USA","David Cronenberg"
489,"Made in America (1993)","Comedy",1993,"France","Richard Benjamin"
490,"Malice (1993)","Crime",1993,"Canada","Harold Becker"
491,"Man Without a Face, The (1993)","Drama",1993,"USA","Mel Gibson"
492,"Manhattan Murder Mystery (1993)","Comedy",1993,"USA","Woody Allen"
493,"Menace II Society (1993)","Crime",1993,"USA","Albert Hughes"
494,"Executive Decision (1996)","Action",1996,"USA","Stuart Baird"
495,"In the Realm of the Senses (Ai no corrida) (1976)","Drama",1976,"Japan","Nagisa &#xD4;shima"
496,"What Happened Was... (1994)","Comedy",1994,"USA","Tom Noonan"
497,"Much Ado About Nothing (1993)","Comedy",1993,"UK","Kenneth Branagh"
498,"Mr. Jones (1993)","Drama",1993,"USA","Mike Figgis"
499,"Mr. Wonderful (1993)","Comedy",1993,"USA","Anthony Minghella"
500,"Mrs. Doubtfire (1993)","Comedy",1993,"USA","Chris Columbus"
501,"Naked (1993)","Drama",1993,"UK","Mike Leigh"
502,"Next Karate Kid, The (1994)","Action",1994,"USA","Christopher Cain"
503,"New Age, The (1994)","Drama",1994,"USA","Michael Tolkin"
504,"No Escape (1994)","Action",1994,"USA","Martin Campbell"
505,"North (1994)","Comedy",1994,"USA","Rob Reiner"
506,"Orlando (1992)","Drama",1992,"UK","Sally Potter"
507,"Perfect World, A (1993)","Crime",1993,"USA","Clint Eastwood"
508,"Philadelphia (1993)","Drama",1993,"USA","Jonathan Demme"
509,"Piano, The (1993)","Drama",1993,"Australia","Jane Campion"
510,"Poetic Justice (1993)","Drama",1993,"USA","John Singleton"
511,"Program, The (1993)","Action",1993,"USA","David S. Ward"
512,"Puppet Masters, The (1994)","Horror",1994,"USA","Stuart Orme"
513,"Radioland Murders (1994)","Comedy",1994,"USA","Mel Smith"
514,"Ref, The (1994)","Comedy",1994,"USA","Ted Demme"
515,"Remains of the Day, The (1993)","Drama",1993,"UK","James Ivory"
516,"Renaissance Man (1994)","Comedy",1994,"USA","Penny Marshall"
517,"Rising Sun (1993)","Crime",1993,"USA","Philip Kaufman"
518,"Road to Wellville, The (1994)","Comedy",1994,"USA","Alan Parker"
519,"RoboCop 3 (1993)","Action",1993,"USA","Fred Dekker"
520,"Robin Hood: Men in Tights (1993)","Comedy",1993,"France","Mel Brooks"
521,"Romeo Is Bleeding (1993)","Crime",1993,"UK","Peter Medak"
522,"Romper Stomper (1992)","Action",1992,"Australia","Geoffrey Wright"
523,"Ruby in Paradise (1993)","Drama",1993,"USA","Victor Nunez"
524,"Rudy (1993)","Biography",1993,"USA","David Anspaugh"
525,"Saint of Fort Washington, The (1993)","Drama",1993,"USA","Tim Hunter"
526,"Savage Nights (Nuits fauves, Les) (1992)","Biography",1992,"France","Cyril Collard"
528,"Scout, The (1994)","Comedy",1994,"USA","Michael Ritchie"
529,"Searching for Bobby Fischer (1993)","Comedy",1993,"USA","Steven Zaillian"
530,"Second Best (1994)","Drama",1994,"UK","Chris Menges"
531,"Secret Garden, The (1993)","Drama",1993,"USA","Agnieszka Holland"
532,"Serial Mom (1994)","Comedy",1994,"USA","John Waters"
533,"Shadow, The (1994)","Action",1994,"USA","Russell Mulcahy"
534,"Shadowlands (1993)","Biography",1993,"UK","Richard Attenborough"
535,"Short Cuts (1993)","Comedy",1993,"USA","Robert Altman"
536,"Simple Twist of Fate, A (1994)","Drama",1994,"USA","Gillies MacKinnon"
537,"Sirens (1994)","Comedy",1994,"Australia","John Duigan"
538,"Six Degrees of Separation (1993)","Comedy",1993,"USA","Fred Schepisi"
539,"Sleepless in Seattle (1993)","Comedy",1993,"USA","Nora Ephron"
540,"Sliver (1993)","Romance",1993,"USA","Phillip Noyce"
541,"Blade Runner (1982)","Drama",1982,"USA","Ridley Scott"
542,"Son in Law (1993)","Comedy",1993,"USA","Steve Rash"
543,"So I Married an Axe Murderer (1993)","Comedy",1993,"USA","Thomas Schlamme"
544,"Striking Distance (1993)","Action",1993,"USA","Rowdy Herrington"
545,"Harem (1985)","Drama",1985,"France","Arthur Joff&#xE9;"
546,"Super Mario Bros. (1993)","Action",1993,"UK","Annabel Jankel"
547,"Surviving the Game (1994)","Action",1994,"USA","Ernest R. Dickerson"
548,"Terminal Velocity (1994)","Action",1994,"USA","Deran Sarafian"
549,"Thirty-Two Short Films About Glenn Gould (1993)","Biography",1993,"Portugal","Fran&#xE7;ois Girard"
550,"Threesome (1994)","Comedy",1994,"USA","Andrew Fleming"
551,"Nightmare Before Christmas, The (1993)","Animation",1993,"USA","Henry Selick"
552,"Three Musketeers, The (1993)","Action",1993,"Austria","Stephen Herek"
553,"Tombstone (1993)","Action",1993,"USA","George P. Cosmatos"
554,"Trial by Jury (1994)","Thriller",1994,"USA","Heywood Gould"
555,"True Romance (1993)","Crime",1993,"USA","Tony Scott"
556,"War Room, The (1993)","Documentary",1993,"USA","Chris Hegedus"
558,"Pagemaster, The (1994)","Animation",1994,"USA","Pixote Hunt"
559,"Paris, France (1993)","Comedy",1993,"Canada","Jerry Ciccoritti"
560,"Beans of Egypt, Maine, The (1994)","Drama",1994,"USA","Jennifer Warren"
561,"Killer (a.k.a. Bulletproof Heart) (1994)","Drama",1994,"USA","Mark Malone"
562,"Welcome to the Dollhouse (1995)","Comedy",1995,"USA","Todd Solondz"
563,"Germinal (1993)","Drama",1993,"Belgium","Claude Berri"
564,"Chasers (1994)","Comedy",1994,"USA","Dennis Hopper"
565,"Cronos (1993)","Comedy",1993,"Mexico","Guillermo del Toro"
566,"Naked in New York (1994)","Comedy",1994,"USA","Daniel Algrant"
567,"Kika (1993)","Drama",1993,"Spain","Pedro Almod&#xF3;var"
568,"Bhaji on the Beach (1993)","Comedy",1993,"UK","Gurinder Chadha"
569,"Little Big League (1994)","Comedy",1994,"USA","Andrew Scheinman"
571,"Wedding Gift, The (1994)","Drama",1994,"UK","Richard Loncraine"
572,"Foreign Student (1994)","Drama",1994,"Netherlands","Eva Sereny"
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)","Comedy",1992,"Italy","Lina Wertm&#xFC;ller"
574,"Spanking the Monkey (1994)","Comedy",1994,"USA","David O. Russell"
575,"Little Rascals, The (1994)","Comedy",1994,"USA","Penelope Spheeris"
576,"Fausto (1993)","Comedy",1993,"France","R&#xE9;my Duchemin"
577,"Andre (1994)","Adventure",1994,"USA","George Miller"
579,"Escort, The (Scorta, La) (1993)","Crime",1993,"Italy","Ricky Tognazzi"
580,"Princess Caraboo (1994)","Comedy",1994,"UK","Michael Austin"
581,"Celluloid Closet, The (1995)","Documentary",1995,"France","Rob Epstein"
583,"Dear Diary (Caro Diario) (1994)","Biography",1994,"Italy","Nanni Moretti"
585,"Brady Bunch Movie, The (1995)","Comedy",1995,"USA","Betty Thomas"
586,"Home Alone (1990)","Comedy",1990,"USA","Chris Columbus"
587,"Ghost (1990)","Drama",1990,"USA","Jerry Zucker"
588,"Aladdin (1992)","Animation",1992,"USA","Ron Clements"
589,"Terminator 2: Judgment Day (1991)","Action",1991,"USA","James Cameron"
590,"Dances with Wolves (1990)","Adventure",1990,"USA","Kevin Costner"
591,"Tough and Deadly (1995)","Action",1995,"USA","Steve Cohen"
592,"Batman (1989)","Crime",1989,"USA","Tim Burton"
593,"Silence of the Lambs, The (1991)","Crime",1991,"USA","Jonathan Demme"
594,"Snow White and the Seven Dwarfs (1937)","Animation",1937,"USA","David Hand"
595,"Beauty and the Beast (1991)","Animation",1991,"USA","Gary Trousdale"
596,"Pinocchio (1940)","Animation",1940,"USA","Hamilton Luske"
597,"Pretty Woman (1990)","Comedy",1990,"USA","Garry Marshall"
598,"Window to Paris (Okno v Parizh) (1994)","Comedy",1994,"Russia","Yuri Mamin"
599,"Wild Bunch, The (1969)","Action",1969,"USA","Sam Peckinpah"
600,"Love and a .45 (1994)","Thriller",1994,"USA","C.M. Talkington"
602,"Great Day in Harlem, A (1994)","Documentary",1994,"USA","Jean Bach"
603,"Bye Bye, Love (1995)","Comedy",1995,"USA","Sam Weisman"
604,"Criminals (1996)","Documentary",1996,"USA","Joseph Strick"
605,"One Fine Day (1996)","Comedy",1996,"USA","Michael Hoffman"
606,"Candyman: Farewell to the Flesh (1995)","Horror",1995,"USA","Bill Condon"
607,"Century (1993)","Drama",1993,"UK","Stephen Poliakoff"
608,"Fargo (1996)","Crime",1996,"USA","Joel Coen"
609,"Homeward Bound II: Lost in San Francisco (1996)","Adventure",1996,"USA","David R. Ellis"
610,"Heavy Metal (1981)","Animation",1981,"Canada","Gerald Potterton"
611,"Hellraiser: Bloodline (1996)","Horror",1996,"USA","Kevin Yagher"
612,"Pallbearer, The (1996)","Comedy",1996,"USA","Matt Reeves"
613,"Jane Eyre (1996)","Drama",1996,"France","Franco Zeffirelli"
614,"Loaded (1994)","Drama",1994,"New Zealand","Anna Campion"
615,"Bread and Chocolate (Pane e cioccolata) (1973)","Comedy",1973,"Italy","Franco Brusati"
616,"Aristocats, The (1970)","Animation",1970,"USA","Wolfgang Reitherman"
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)","Drama",1995,"Spain","Pedro Almod&#xF3;var"
618,"Two Much (1995)","Comedy",1995,"Spain","Fernando Trueba"
619,"Ed (1996)","Comedy",1996,"USA","Bill Couturi&#xE9;"
620,"Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)","Drama",1991,"Germany","Werner Herzog"
621,"My Favorite Season (1993)","Drama",1993,"France","Andr&#xE9; T&#xE9;chin&#xE9;"
623,"Modern Affair, A (1995)","Comedy",1995,"USA","Vern Oakley"
624,"Condition Red (1995)","Action",1995,"Finland","Mika Kaurism&#xE4;ki"
625,"Asfour Stah (1990)","Drama",1990,"Tunisia","F&#xE9;rid Boughedir"
626,"Thin Line Between Love and Hate, A (1996)","Comedy",1996,"USA","Martin Lawrence"
627,"Last Supper, The (1995)","Comedy",1995,"USA","Stacy Title"
628,"Primal Fear (1996)","Crime",1996,"USA","Gregory Hoblit"
629,"Rude (1995)","Crime",1995,"Canada","Cl&#xE9;ment Virgo"
630,"Carried Away (1996)","Drama",1996,"USA","Bruno Barreto"
631,"All Dogs Go to Heaven 2 (1996)","Animation",1996,"USA","Larry Leker"
632,"Land and Freedom (Tierra y libertad) (1995)","Drama",1995,"UK","Ken Loach"
633,"Denise Calls Up (1995)","Comedy",1995,"USA","Hal Salwen"
634,"Theodore Rex (1995)","Action",1995,"USA","Jonathan R. Betuel"
635,"Family Thing, A (1996)","Comedy",1996,"USA","Richard Pearce"
636,"Frisk (1995)","Drama",1995,"USA","Todd Verow"
637,"Sgt. Bilko (1996)","Comedy",1996,"USA","Jonathan Lynn"
638,"Jack and Sarah (1995)","Comedy",1995,"France","Tim Sullivan"
639,"Girl 6 (1996)","Comedy",1996,"USA","Spike Lee"
640,"Diabolique (1996)","Drama",1996,"USA","Jeremiah S. Chechik"
641,"Little Indian, Big City (Un indien dans la ville) (1994)","Adventure",1994,"France","Herv&#xE9; Palud"
642,"Roula (1995)","Drama",1995,"Germany","Martin Enlen"
643,"Peanuts - Die Bank zahlt alles (1996)","Comedy",1996,"Germany","Carlo Rola"
644,"Happy Weekend (1996)","Comedy",1996,"Germany","Ed Herzog"
645,"Nelly & Monsieur Arnaud (1995)","Drama",1995,"France","Claude Sautet"
647,"Courage Under Fire (1996)","Action",1996,"USA","Edward Zwick"
648,"Mission: Impossible (1996)","Action",1996,"USA","Brian De Palma"
650,"Moll Flanders (1996)","Drama",1996,"USA","Pen Densham"
651,"Superweib, Das (1996)","Comedy",1996,"Germany","S&#xF6;nke Wortmann"
652,"301, 302 (a.k.a. 301/302) (1995)","Horror",1995,"South Korea","Cheol-su Park"
653,"Dragonheart (1996)","Action",1996,"USA","Rob Cohen"
654,"Und keiner weint mir nach (1996)","Biography",1996,"Germany","Joseph Vilsmaier"
656,"Eddie (1996)","Comedy",1996,"USA","Steve Rash"
657,"Yankee Zulu (1994)","Family",1994,"South Africa","Gray Hofmeyr"
659,"Purple Noon (Plein soleil) (1960)","Crime",1960,"France","Ren&#xE9; Cl&#xE9;ment"
660,"August (1996)","Comedy",1996,"UK","Anthony Hopkins"
661,"James and the Giant Peach (1996)","Animation",1996,"UK","Henry Selick"
662,"Fear (1996)","Drama",1996,"USA","James Foley"
663,"Kids in the Hall: Brain Candy (1996)","Comedy",1996,"Canada","Kelly Makin"
664,"Faithful (1996)","Comedy",1996,"USA","Paul Mazursky"
665,"Underground (1995)","Comedy",1995,"France","Emir Kusturica"
666,"All Things Fair (Lust och f?â?ñgring stor) (1995)","Drama",1995,"Sweden","Bo Widerberg"
667,"Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)","Action",1996,"USA","Alan Mehrez"
668,"Pather Panchali (1955)","Drama",1955,"India","Satyajit Ray"
670,"World of Apu, The (Apur Sansar) (1959)","Drama",1959,"India","Satyajit Ray"
671,"Mystery Science Theater 3000: The Movie (1996)","Comedy",1996,"USA","Jim Mallon"
672,"Tarantella (1995)","Drama",1995,"USA","Helen De Michiel"
673,"Space Jam (1996)","Animation",1996,"USA","Joe Pytka"
674,"Barbarella (1968)","Adventure",1968,"France","Roger Vadim"
675,"Hostile Intentions (1994)","Action",1994,"USA","Catherine Cyran"
676,"They Bite (1996)","Comedy",1996,"USA","Brett Piper"
678,"Some Folks Call It a Sling Blade (1993)","Short",1993,"USA","George Hickenlooper"
679,"Run of the Country, The (1995)","Drama",1995,"Ireland","Peter Yates"
680,"Alphaville (Alphaville, une ?â?®trange aventure de Lemmy Caution) (1965)","Mystery",1965,"France","Jean-Luc Godard"
682,"Tigrero: A Film That Was Never Made (1994)","Documentary",1994,"Brazil","Mika Kaurism&#xE4;ki"
684,"Windows (1980)","Drama",1980,"USA","Gordon Willis"
687,"Country Life (1994)","Drama",1994,"Australia","Michael Blakemore"
688,"Operation Dumbo Drop (1995)","Action",1995,"USA","Simon Wincer"
690,"Promise, The (Das Versprechen) (1995)","Romance",1995,"Germany","Margarethe von Trotta"
691,"Mrs. Winterbourne (1996)","Comedy",1996,"USA","Richard Benjamin"
692,"Solo (1996)","Action",1996,"Mexico","Norberto Barba"
693,"Under the Domim Tree (Etz Hadomim Tafus) (1994)","Drama",1994,"Israel","Eli Cohen"
694,"Substitute, The (1996)","Action",1996,"USA","Robert Mandel"
695,"True Crime (1996)","Crime",1996,"USA","Pat Verducci"
696,"Butterfly Kiss (1995)","Comedy",1995,"UK","Michael Winterbottom"
697,"Feeling Minnesota (1996)","Comedy",1996,"USA","Steven Baigelman"
698,"Delta of Venus (1995)","Drama",1995,"USA","Zalman King"
699,"To Cross the Rubicon (1991)","Comedy",1991,"USA","Barry Caillier"
700,"Angus (1995)","Comedy",1995,"USA","Patrick Read Johnson"
701,"Daens (1992)","Biography",1992,"Belgium","Stijn Coninx"
702,"Faces (1968)","Drama",1968,"USA","John Cassavetes"
703,"Boys (1996)","Mystery",1996,"USA","Stacy Cochran"
704,"Quest, The (1996)","Action",1996,"USA","Jean-Claude Van Damme"
705,"Cosi (1996)","Comedy",1996,"Australia","Mark Joffe"
